name,pose,truncated,difficult,xmin,ymin,xmax,ymax,Image
rolled-in_scale,Unspecified,1,0,71,1,137,108,rolled-in_scale_13
rolled-in_scale,Unspecified,0,0,70,118,137,183,rolled-in_scale_13
pitted_surface,Unspecified,1,0,4,1,200,200,pitted_surface_72
inclusion,Unspecified,1,0,167,83,200,95,inclusion_6
inclusion,Unspecified,1,0,1,165,136,190,inclusion_6
inclusion,Unspecified,0,0,147,167,174,183,inclusion_6
rolled-in_scale,Unspecified,0,0,41,86,146,199,rolled-in_scale_272
rolled-in_scale,Unspecified,1,0,101,1,160,91,rolled-in_scale_272
patches,Unspecified,0,0,12,71,68,123,patches_235
patches,Unspecified,1,0,107,1,177,140,patches_235
patches,Unspecified,1,0,91,128,179,200,patches_235
scratches,Unspecified,0,0,114,106,127,199,scratches_153
scratches,Unspecified,0,0,83,108,96,198,scratches_153
rolled-in_scale,Unspecified,0,0,67,3,175,113,rolled-in_scale_172
rolled-in_scale,Unspecified,1,0,130,164,200,194,rolled-in_scale_172
crazing,Unspecified,1,0,1,23,106,78,crazing_264
crazing,Unspecified,1,0,2,77,200,165,crazing_264
patches,Unspecified,0,0,38,3,136,194,patches_149
patches,Unspecified,0,0,137,47,199,199,patches_149
patches,Unspecified,1,0,155,1,198,56,patches_149
rolled-in_scale,Unspecified,0,0,67,13,114,51,rolled-in_scale_12
rolled-in_scale,Unspecified,0,0,61,65,124,199,rolled-in_scale_12
scratches,Unspecified,1,0,17,1,47,144,scratches_221
scratches,Unspecified,0,0,156,31,174,180,scratches_221
scratches,Unspecified,1,0,85,1,110,148,scratches_221
scratches,Unspecified,1,0,1,25,199,50,scratches_241
scratches,Unspecified,1,0,1,106,161,136,scratches_241
patches,Unspecified,0,0,71,41,125,177,patches_241
rolled-in_scale,Unspecified,0,0,85,37,137,103,rolled-in_scale_32
inclusion,Unspecified,1,0,45,1,90,199,inclusion_81
inclusion,Unspecified,1,0,159,1,188,96,inclusion_81
inclusion,Unspecified,0,0,136,132,170,198,inclusion_81
inclusion,Unspecified,0,0,10,11,43,68,inclusion_81
inclusion,Unspecified,0,0,44,166,61,199,inclusion_81
scratches,Unspecified,0,0,108,4,125,199,scratches_230
scratches,Unspecified,0,0,45,3,60,199,scratches_230
scratches,Unspecified,0,0,80,2,96,168,scratches_230
scratches,Unspecified,0,0,161,10,177,168,scratches_230
inclusion,Unspecified,1,1,1,77,118,130,scratches_230
crazing,Unspecified,0,0,47,107,190,183,crazing_183
crazing,Unspecified,1,0,109,66,200,146,crazing_183
crazing,Unspecified,0,0,7,34,111,124,crazing_183
pitted_surface,Unspecified,0,0,16,22,138,191,pitted_surface_217
pitted_surface,Unspecified,1,0,155,66,198,200,pitted_surface_217
patches,Unspecified,1,0,1,1,37,51,patches_71
patches,Unspecified,1,0,118,1,159,60,patches_71
patches,Unspecified,0,0,123,75,199,190,patches_71
scratches,Unspecified,1,0,64,2,77,200,scratches_203
crazing,Unspecified,0,0,51,57,125,135,crazing_158
scratches,Unspecified,1,0,1,16,150,33,scratches_275
scratches,Unspecified,0,0,123,57,199,69,scratches_275
scratches,Unspecified,1,0,1,86,200,101,scratches_275
scratches,Unspecified,1,0,1,166,199,198,scratches_275
patches,Unspecified,1,0,41,1,115,120,patches_278
patches,Unspecified,0,0,39,93,112,199,patches_278
patches,Unspecified,1,0,3,1,59,157,patches_150
patches,Unspecified,1,0,1,161,51,200,patches_150
patches,Unspecified,1,0,118,1,194,200,patches_150
pitted_surface,Unspecified,0,0,24,2,194,192,pitted_surface_221
pitted_surface,Unspecified,1,0,1,1,108,182,pitted_surface_170
pitted_surface,Unspecified,1,0,105,1,200,161,pitted_surface_170
patches,Unspecified,0,0,99,74,146,143,pitted_surface_170
patches,Unspecified,0,0,142,162,172,199,pitted_surface_170
crazing,Unspecified,1,0,27,1,158,84,crazing_34
crazing,Unspecified,0,0,2,88,88,168,crazing_34
crazing,Unspecified,1,0,85,143,200,200,crazing_34
patches,Unspecified,0,0,21,48,101,123,patches_137
patches,Unspecified,0,0,99,51,179,190,patches_137
rolled-in_scale,Unspecified,1,0,57,88,143,200,rolled-in_scale_140
rolled-in_scale,Unspecified,0,1,164,19,186,58,rolled-in_scale_140
rolled-in_scale,Unspecified,0,0,40,18,132,72,rolled-in_scale_209
rolled-in_scale,Unspecified,0,0,35,76,156,197,rolled-in_scale_209
crazing,Unspecified,1,0,67,72,200,136,crazing_59
pitted_surface,Unspecified,0,0,35,1,200,200,pitted_surface_26
scratches,Unspecified,0,0,8,14,24,98,scratches_28
scratches,Unspecified,0,0,9,144,22,199,scratches_28
crazing,Unspecified,0,0,8,140,149,199,crazing_177
crazing,Unspecified,0,0,101,42,183,110,crazing_177
crazing,Unspecified,0,0,6,99,123,161,crazing_177
rolled-in_scale,Unspecified,0,0,31,52,105,199,rolled-in_scale_188
rolled-in_scale,Unspecified,0,0,52,13,104,48,rolled-in_scale_188
scratches,Unspecified,1,0,150,1,164,193,scratches_87
patches,Unspecified,0,0,60,128,109,191,patches_254
patches,Unspecified,0,0,45,27,129,86,patches_254
crazing,Unspecified,1,0,1,58,174,128,crazing_229
crazing,Unspecified,1,0,1,6,149,72,crazing_229
crazing,Unspecified,1,0,1,123,187,198,crazing_229
scratches,Unspecified,1,0,18,1,50,200,scratches_186
scratches,Unspecified,0,0,142,86,186,143,scratches_186
scratches,Unspecified,1,0,154,1,179,176,scratches_186
crazing,Unspecified,1,0,1,68,187,163,crazing_7
crazing,Unspecified,1,0,1,2,200,65,crazing_7
pitted_surface,Unspecified,0,0,1,1,73,200,pitted_surface_56
pitted_surface,Unspecified,0,0,87,1,199,200,pitted_surface_56
scratches,Unspecified,1,0,1,70,99,81,scratches_245
scratches,Unspecified,0,0,3,18,198,31,scratches_245
rolled-in_scale,Unspecified,1,0,1,101,129,198,rolled-in_scale_170
rolled-in_scale,Unspecified,0,0,31,27,129,87,rolled-in_scale_170
scratches,Unspecified,1,0,31,1,44,42,scratches_32
scratches,Unspecified,0,0,27,68,42,187,scratches_32
scratches,Unspecified,0,0,177,61,193,180,scratches_32
inclusion,Unspecified,0,0,105,84,120,116,scratches_32
scratches,Unspecified,1,0,1,45,200,77,scratches_257
patches,Unspecified,1,0,135,1,192,193,patches_121
inclusion,Unspecified,0,0,97,54,114,90,inclusion_239
crazing,Unspecified,0,0,52,148,186,196,crazing_150
inclusion,Unspecified,0,0,21,23,73,170,inclusion_162
inclusion,Unspecified,0,0,85,69,138,198,inclusion_162
inclusion,Unspecified,0,0,135,123,182,197,inclusion_162
inclusion,Unspecified,0,0,142,86,163,131,inclusion_162
pitted_surface,Unspecified,1,0,52,6,200,156,pitted_surface_295
patches,Unspecified,0,0,9,67,55,131,pitted_surface_295
scratches,Unspecified,0,0,27,92,199,112,scratches_249
rolled-in_scale,Unspecified,1,0,2,76,103,200,rolled-in_scale_70
rolled-in_scale,Unspecified,0,1,145,58,182,110,rolled-in_scale_70
rolled-in_scale,Unspecified,0,0,141,169,197,195,rolled-in_scale_70
patches,Unspecified,1,0,1,2,80,199,patches_119
patches,Unspecified,1,0,148,1,186,43,patches_119
patches,Unspecified,1,0,104,89,200,199,patches_119
rolled-in_scale,Unspecified,1,0,86,1,198,64,rolled-in_scale_64
rolled-in_scale,Unspecified,0,0,90,92,167,147,rolled-in_scale_64
inclusion,Unspecified,1,0,1,22,33,170,inclusion_163
inclusion,Unspecified,0,0,47,70,108,199,inclusion_163
inclusion,Unspecified,0,0,102,87,127,130,inclusion_163
inclusion,Unspecified,1,0,103,133,141,200,inclusion_163
inclusion,Unspecified,0,0,30,124,46,162,inclusion_275
inclusion,Unspecified,0,0,63,23,86,120,inclusion_275
inclusion,Unspecified,0,0,155,149,171,195,inclusion_275
inclusion,Unspecified,0,0,152,63,177,129,inclusion_275
inclusion,Unspecified,0,0,152,18,173,51,inclusion_275
inclusion,Unspecified,0,0,66,126,86,171,inclusion_275
scratches,Unspecified,1,0,35,1,97,198,scratches_25
scratches,Unspecified,0,0,112,5,151,198,scratches_25
patches,Unspecified,1,0,21,1,99,198,patches_198
patches,Unspecified,1,0,158,68,200,158,patches_198
patches,Unspecified,1,0,158,68,200,158,patches_198
patches,Unspecified,0,0,109,64,154,140,patches_198
inclusion,Unspecified,1,0,1,21,21,50,patches_198
crazing,Unspecified,0,0,41,24,176,121,crazing_279
crazing,Unspecified,1,0,13,142,200,199,crazing_279
scratches,Unspecified,0,0,40,12,52,199,scratches_86
scratches,Unspecified,0,0,104,17,116,198,scratches_86
scratches,Unspecified,0,0,138,35,147,198,scratches_86
scratches,Unspecified,0,0,170,52,191,199,scratches_90
scratches,Unspecified,0,1,142,113,154,198,scratches_90
scratches,Unspecified,1,0,143,1,178,199,scratches_138
inclusion,Unspecified,0,0,92,120,105,158,scratches_138
inclusion,Unspecified,0,0,150,26,188,154,inclusion_97
scratches,Unspecified,0,0,2,82,199,107,scratches_250
scratches,Unspecified,0,0,33,175,180,197,scratches_250
pitted_surface,Unspecified,0,0,15,1,197,196,pitted_surface_181
pitted_surface,Unspecified,0,0,2,2,195,197,pitted_surface_14
inclusion,Unspecified,0,0,30,155,48,199,inclusion_227
inclusion,Unspecified,0,0,65,2,95,65,inclusion_227
rolled-in_scale,Unspecified,0,0,18,133,122,197,rolled-in_scale_270
rolled-in_scale,Unspecified,0,0,23,5,114,73,rolled-in_scale_270
rolled-in_scale,Unspecified,0,1,36,67,175,124,rolled-in_scale_270
inclusion,Unspecified,0,0,71,31,97,92,inclusion_67
inclusion,Unspecified,1,0,126,1,151,73,inclusion_67
inclusion,Unspecified,0,0,17,116,39,193,inclusion_67
inclusion,Unspecified,1,0,132,166,155,200,inclusion_67
patches,Unspecified,0,0,72,1,144,199,patches_194
patches,Unspecified,0,0,146,1,200,83,patches_194
patches,Unspecified,0,0,65,66,139,138,patches_9
rolled-in_scale,Unspecified,0,0,62,3,156,100,rolled-in_scale_241
rolled-in_scale,Unspecified,0,0,53,104,155,196,rolled-in_scale_241
pitted_surface,Unspecified,1,0,11,1,194,183,pitted_surface_240
inclusion,Unspecified,0,0,17,79,40,169,inclusion_157
inclusion,Unspecified,0,0,70,15,92,47,inclusion_157
inclusion,Unspecified,0,0,71,109,144,197,inclusion_157
inclusion,Unspecified,0,0,171,150,189,189,inclusion_157
inclusion,Unspecified,1,0,182,1,199,37,inclusion_157
pitted_surface,Unspecified,1,0,4,1,191,195,pitted_surface_212
crazing,Unspecified,0,0,67,14,175,93,crazing_269
crazing,Unspecified,1,0,1,122,160,187,crazing_269
crazing,Unspecified,0,0,97,54,172,120,crazing_269
rolled-in_scale,Unspecified,0,0,30,18,98,77,rolled-in_scale_17
crazing,Unspecified,0,0,8,38,180,105,crazing_92
crazing,Unspecified,0,0,9,109,191,197,crazing_92
pitted_surface,Unspecified,1,0,1,1,193,196,pitted_surface_5
inclusion,Unspecified,0,0,11,132,38,182,inclusion_178
inclusion,Unspecified,0,0,176,6,199,110,inclusion_178
inclusion,Unspecified,0,0,113,130,135,168,inclusion_178
inclusion,Unspecified,0,0,10,17,27,44,inclusion_178
pitted_surface,Unspecified,0,0,1,1,199,198,pitted_surface_25
scratches,Unspecified,1,0,13,1,59,199,scratches_27
scratches,Unspecified,0,0,61,92,90,157,scratches_27
scratches,Unspecified,0,0,103,6,143,144,scratches_27
scratches,Unspecified,0,0,127,146,144,199,scratches_27
rolled-in_scale,Unspecified,0,0,13,109,125,191,rolled-in_scale_166
rolled-in_scale,Unspecified,0,0,91,12,169,70,rolled-in_scale_166
crazing,Unspecified,1,0,4,1,105,149,crazing_47
crazing,Unspecified,1,0,1,151,72,199,crazing_47
scratches,Unspecified,0,0,94,57,110,86,scratches_13
scratches,Unspecified,0,0,173,110,197,197,scratches_13
pitted_surface,Unspecified,1,0,1,10,197,200,pitted_surface_218
rolled-in_scale,Unspecified,1,0,87,1,198,48,rolled-in_scale_90
rolled-in_scale,Unspecified,0,0,74,139,199,197,rolled-in_scale_90
pitted_surface,Unspecified,1,0,106,1,200,197,pitted_surface_140
pitted_surface,Unspecified,1,0,2,1,73,193,pitted_surface_140
crazing,Unspecified,1,0,1,84,77,156,crazing_56
crazing,Unspecified,1,0,1,38,149,103,crazing_56
crazing,Unspecified,0,0,149,7,199,145,crazing_56
scratches,Unspecified,0,0,14,51,32,182,scratches_216
scratches,Unspecified,0,0,42,100,65,198,scratches_216
scratches,Unspecified,0,0,155,2,182,198,scratches_216
inclusion,Unspecified,1,0,1,1,52,34,scratches_216
inclusion,Unspecified,1,1,1,56,34,76,scratches_216
scratches,Unspecified,0,0,46,22,58,128,scratches_18
pitted_surface,Unspecified,0,0,1,1,199,197,pitted_surface_145
pitted_surface,Unspecified,1,0,89,1,200,186,pitted_surface_35
pitted_surface,Unspecified,1,0,1,1,118,197,pitted_surface_35
patches,Unspecified,0,0,70,4,143,102,patches_82
inclusion,Unspecified,0,0,111,86,128,129,inclusion_231
inclusion,Unspecified,0,1,92,137,123,198,inclusion_231
inclusion,Unspecified,0,1,57,112,87,173,inclusion_231
patches,Unspecified,0,0,58,101,102,158,patches_34
patches,Unspecified,0,0,47,45,100,95,patches_34
patches,Unspecified,0,0,145,123,191,167,patches_34
inclusion,Unspecified,1,0,42,1,62,40,inclusion_289
inclusion,Unspecified,0,0,40,34,67,99,inclusion_289
inclusion,Unspecified,1,0,43,150,67,200,inclusion_289
inclusion,Unspecified,0,0,40,101,64,150,inclusion_289
crazing,Unspecified,0,0,108,18,198,120,crazing_285
crazing,Unspecified,1,0,1,11,83,65,crazing_285
crazing,Unspecified,0,0,86,118,197,196,crazing_285
inclusion,Unspecified,0,0,107,15,123,77,inclusion_125
inclusion,Unspecified,1,0,88,1,101,27,inclusion_125
inclusion,Unspecified,0,0,130,31,167,114,inclusion_125
inclusion,Unspecified,0,0,93,125,127,187,inclusion_125
inclusion,Unspecified,0,0,57,31,73,75,inclusion_125
inclusion,Unspecified,0,0,33,62,44,86,inclusion_125
inclusion,Unspecified,0,0,136,90,154,142,inclusion_125
inclusion,Unspecified,0,0,33,90,46,116,inclusion_125
inclusion,Unspecified,0,0,35,145,47,173,inclusion_125
scratches,Unspecified,1,1,82,1,94,75,scratches_120
scratches,Unspecified,1,1,82,140,94,200,scratches_120
scratches,Unspecified,1,0,102,1,134,199,scratches_120
inclusion,Unspecified,0,0,11,118,22,149,scratches_120
rolled-in_scale,Unspecified,0,0,2,36,112,191,rolled-in_scale_296
pitted_surface,Unspecified,1,0,35,2,138,200,pitted_surface_67
pitted_surface,Unspecified,1,0,141,1,200,200,pitted_surface_67
rolled-in_scale,Unspecified,0,0,7,35,138,89,rolled-in_scale_194
rolled-in_scale,Unspecified,0,0,27,151,127,198,rolled-in_scale_194
scratches,Unspecified,0,0,143,123,160,196,scratches_74
scratches,Unspecified,0,0,174,65,188,196,scratches_74
inclusion,Unspecified,0,0,15,31,28,69,inclusion_190
inclusion,Unspecified,0,0,26,41,59,198,inclusion_190
inclusion,Unspecified,0,0,59,12,103,198,inclusion_190
inclusion,Unspecified,1,0,134,1,149,43,inclusion_190
inclusion,Unspecified,0,0,2,9,42,188,inclusion_14
inclusion,Unspecified,0,0,91,150,115,194,inclusion_14
pitted_surface,Unspecified,1,0,13,7,198,200,pitted_surface_263
inclusion,Unspecified,1,0,133,1,171,199,inclusion_268
patches,Unspecified,0,0,1,1,61,26,patches_197
patches,Unspecified,0,0,1,66,54,193,patches_197
patches,Unspecified,0,0,111,36,187,133,patches_197
pitted_surface,Unspecified,0,0,14,4,111,190,pitted_surface_235
pitted_surface,Unspecified,0,0,78,50,136,182,pitted_surface_235
scratches,Unspecified,1,0,1,21,200,49,scratches_277
scratches,Unspecified,0,1,2,55,115,70,scratches_277
crazing,Unspecified,1,0,1,7,110,79,crazing_179
crazing,Unspecified,1,0,1,72,80,151,crazing_179
patches,Unspecified,0,0,3,1,73,189,patches_200
patches,Unspecified,0,0,133,1,200,157,patches_200
pitted_surface,Unspecified,0,0,5,13,149,188,pitted_surface_269
pitted_surface,Unspecified,1,0,141,1,197,199,pitted_surface_269
scratches,Unspecified,1,0,81,1,129,159,scratches_123
scratches,Unspecified,1,0,55,1,67,164,scratches_123
scratches,Unspecified,1,0,27,1,43,163,scratches_123
scratches,Unspecified,0,0,103,15,118,197,scratches_85
scratches,Unspecified,0,0,172,33,180,198,scratches_85
scratches,Unspecified,1,0,79,1,97,199,scratches_201
scratches,Unspecified,0,0,53,132,199,160,scratches_240
scratches,Unspecified,0,0,61,102,199,128,scratches_240
scratches,Unspecified,0,0,13,75,156,88,scratches_240
scratches,Unspecified,0,1,123,166,195,176,scratches_240
rolled-in_scale,Unspecified,1,0,1,58,58,200,rolled-in_scale_251
rolled-in_scale,Unspecified,1,0,1,1,48,32,rolled-in_scale_251
crazing,Unspecified,0,0,4,4,110,136,crazing_104
crazing,Unspecified,0,0,142,10,197,56,crazing_104
crazing,Unspecified,0,0,137,42,199,116,crazing_104
patches,Unspecified,1,0,78,169,118,200,crazing_104
rolled-in_scale,Unspecified,0,0,9,2,93,103,rolled-in_scale_89
rolled-in_scale,Unspecified,1,0,75,1,133,113,rolled-in_scale_89
scratches,Unspecified,1,0,1,165,198,195,scratches_60
pitted_surface,Unspecified,0,0,1,1,200,198,pitted_surface_58
patches,Unspecified,0,0,78,71,150,127,patches_14
rolled-in_scale,Unspecified,0,0,88,145,121,195,rolled-in_scale_203
rolled-in_scale,Unspecified,0,0,113,84,149,115,rolled-in_scale_203
rolled-in_scale,Unspecified,0,0,21,93,77,138,rolled-in_scale_203
inclusion,Unspecified,0,0,109,3,180,198,inclusion_99
scratches,Unspecified,0,0,65,4,76,175,scratches_89
scratches,Unspecified,1,1,97,1,108,161,scratches_89
rolled-in_scale,Unspecified,0,0,59,39,122,71,rolled-in_scale_10
rolled-in_scale,Unspecified,0,0,54,83,144,139,rolled-in_scale_10
pitted_surface,Unspecified,1,0,4,1,196,196,pitted_surface_142
rolled-in_scale,Unspecified,0,0,14,83,102,159,rolled-in_scale_235
rolled-in_scale,Unspecified,0,0,23,12,111,66,rolled-in_scale_235
crazing,Unspecified,0,0,59,121,188,185,crazing_281
crazing,Unspecified,0,0,10,26,152,100,crazing_281
patches,Unspecified,0,0,49,46,135,175,patches_177
patches,Unspecified,0,0,139,60,199,182,patches_177
patches,Unspecified,0,0,141,1,182,48,patches_177
rolled-in_scale,Unspecified,0,0,36,74,72,123,rolled-in_scale_29
rolled-in_scale,Unspecified,0,0,90,134,131,163,rolled-in_scale_29
rolled-in_scale,Unspecified,0,0,128,2,192,37,rolled-in_scale_29
scratches,Unspecified,0,0,59,8,81,105,scratches_223
scratches,Unspecified,1,0,127,108,144,200,scratches_223
inclusion,Unspecified,0,1,160,5,195,196,scratches_223
rolled-in_scale,Unspecified,0,0,61,61,108,118,rolled-in_scale_74
rolled-in_scale,Unspecified,0,0,91,110,158,184,rolled-in_scale_74
inclusion,Unspecified,0,0,30,2,70,197,inclusion_51
pitted_surface,Unspecified,1,0,9,1,198,196,pitted_surface_255
pitted_surface,Unspecified,0,0,14,9,188,198,pitted_surface_159
patches,Unspecified,1,0,174,1,200,48,pitted_surface_159
crazing,Unspecified,0,0,2,43,105,158,crazing_74
crazing,Unspecified,0,0,130,52,190,167,crazing_74
inclusion,Unspecified,1,0,63,1,88,165,inclusion_254
inclusion,Unspecified,0,0,68,142,101,198,inclusion_254
inclusion,Unspecified,1,0,22,1,100,198,inclusion_153
inclusion,Unspecified,1,0,102,1,118,48,inclusion_153
inclusion,Unspecified,0,0,18,120,41,195,inclusion_43
inclusion,Unspecified,1,0,1,1,23,196,inclusion_43
inclusion,Unspecified,0,0,29,22,57,182,inclusion_43
inclusion,Unspecified,0,0,96,72,124,160,inclusion_43
inclusion,Unspecified,0,0,148,50,177,149,inclusion_43
inclusion,Unspecified,1,0,102,1,122,37,inclusion_43
inclusion,Unspecified,0,0,52,3,78,79,inclusion_43
inclusion,Unspecified,1,0,165,1,184,38,inclusion_43
patches,Unspecified,1,0,8,1,104,37,patches_25
patches,Unspecified,1,0,103,1,168,63,patches_25
patches,Unspecified,0,0,112,66,198,196,patches_25
patches,Unspecified,0,0,36,128,71,162,patches_25
patches,Unspecified,0,0,25,110,68,187,patches_91
patches,Unspecified,1,0,1,126,21,200,patches_91
patches,Unspecified,0,0,98,61,150,181,patches_91
patches,Unspecified,1,0,1,1,52,28,patches_91
pitted_surface,Unspecified,0,0,1,3,195,195,pitted_surface_139
crazing,Unspecified,0,0,2,129,192,194,crazing_292
crazing,Unspecified,1,0,2,1,121,58,crazing_292
crazing,Unspecified,0,0,101,62,199,106,crazing_292
scratches,Unspecified,1,0,134,1,163,198,scratches_51
patches,Unspecified,0,0,79,55,125,199,patches_83
pitted_surface,Unspecified,0,0,1,1,199,200,pitted_surface_61
patches,Unspecified,1,0,1,28,35,98,patches_88
patches,Unspecified,0,0,39,45,117,102,patches_88
patches,Unspecified,0,0,123,15,172,138,patches_88
patches,Unspecified,1,0,1,138,87,200,patches_88
scratches,Unspecified,1,0,67,1,78,131,scratches_147
scratches,Unspecified,1,0,81,1,115,199,scratches_147
rolled-in_scale,Unspecified,0,0,112,59,191,118,rolled-in_scale_269
pitted_surface,Unspecified,0,0,1,2,86,193,pitted_surface_135
pitted_surface,Unspecified,0,0,112,1,199,198,pitted_surface_135
crazing,Unspecified,1,0,1,16,170,108,crazing_263
crazing,Unspecified,1,0,1,120,168,189,crazing_263
pitted_surface,Unspecified,1,0,20,1,185,200,pitted_surface_223
patches,Unspecified,1,0,1,137,37,198,pitted_surface_223
patches,Unspecified,1,0,131,172,169,200,pitted_surface_223
scratches,Unspecified,0,0,84,4,98,199,scratches_71
scratches,Unspecified,0,0,38,10,62,199,scratches_36
scratches,Unspecified,0,0,135,37,160,198,scratches_34
rolled-in_scale,Unspecified,1,0,83,151,123,200,rolled-in_scale_118
rolled-in_scale,Unspecified,0,0,81,66,133,128,rolled-in_scale_118
